Date,Total
2021-01-21 12:00:00,182
2021-01-21 13:00:00,180
2021-01-21 14:00:00,197
2021-01-21 15:00:00,161
2021-01-21 16:00:00,193
2021-01-21 17:00:00,181
2021-01-21 18:00:00,242
2021-01-21 19:00:00,541
2021-01-21 20:00:00,653
2021-01-21 21:00:00,391
2021-01-21 22:00:00,507
2021-01-21 23:00:00,561
2021-01-22 00:00:00,514
2021-01-22 01:00:00,546
2021-01-22 02:00:00,988
2021-01-22 03:00:00,749
2021-01-22 04:00:00,616
2021-01-22 05:00:00,863
2021-01-22 06:00:00,773
2021-01-22 07:00:00,656
2021-01-22 08:00:00,666
2021-01-22 09:00:00,494
2021-01-22 10:00:00,339
2021-01-22 11:00:00,237
2021-01-22 12:00:00,139
2021-01-22 13:00:00,122
2021-01-22 14:00:00,129
2021-01-22 15:00:00,171
2021-01-22 16:00:00,243
2021-01-22 17:00:00,446
2021-01-22 18:00:00,279
2021-01-22 19:00:00,339
2021-01-22 20:00:00,675
2021-01-22 21:00:00,673
2021-01-22 22:00:00,503
2021-01-22 23:00:00,519
2021-01-23 00:00:00,706
2021-01-23 01:00:00,1129
2021-01-23 02:00:00,901
2021-01-23 03:00:00,833
2021-01-23 04:00:00,737
2021-01-23 05:00:00,624
2021-01-23 06:00:00,613
2021-01-23 07:00:00,835
2021-01-23 08:00:00,475
2021-01-23 09:00:00,353
2021-01-23 10:00:00,308
2021-01-23 11:00:00,239
2021-01-23 12:00:00,260
2021-01-23 13:00:00,213
2021-01-23 14:00:00,180
2021-01-23 15:00:00,178
2021-01-23 16:00:00,134
2021-01-23 17:00:00,141
2021-01-23 18:00:00,258
2021-01-23 19:00:00,260
2021-01-23 20:00:00,353
2021-01-23 21:00:00,529
2021-01-23 22:00:00,616
2021-01-23 23:00:00,462
2021-01-24 00:00:00,556
2021-01-24 01:00:00,548
2021-01-24 02:00:00,500
2021-01-24 03:00:00,466
2021-01-24 04:00:00,582
2021-01-24 05:00:00,624
2021-01-24 06:00:00,875
2021-01-24 07:00:00,646
2021-01-24 08:00:00,507
2021-01-24 09:00:00,464
2021-01-24 10:00:00,273
2021-01-24 11:00:00,180
2021-01-24 12:00:00,156
2021-01-24 13:00:00,125
2021-01-24 14:00:00,133
2021-01-24 15:00:00,182
2021-01-24 16:00:00,260
2021-01-24 17:00:00,228
2021-01-24 18:00:00,257
2021-01-24 19:00:00,312
2021-01-24 20:00:00,370
2021-01-24 21:00:00,420
2021-01-24 22:00:00,485
2021-01-24 23:00:00,382
2021-01-25 00:00:00,556
2021-01-25 01:00:00,565
2021-01-25 02:00:00,560
2021-01-25 03:00:00,613
2021-01-25 04:00:00,496
2021-01-25 05:00:00,416
2021-01-25 06:00:00,336
2021-01-25 07:00:00,439
2021-01-25 08:00:00,373
2021-01-25 09:00:00,346
2021-01-25 10:00:00,251
2021-01-25 11:00:00,248
2021-01-25 12:00:00,188
2021-01-25 13:00:00,152
2021-01-25 14:00:00,163
2021-01-25 15:00:00,120
2021-01-25 16:00:00,122
2021-01-25 17:00:00,245
2021-01-25 18:00:00,298
2021-01-25 19:00:00,291
2021-01-25 20:00:00,336
2021-01-25 21:00:00,492
2021-01-25 22:00:00,506
2021-01-25 23:00:00,455
2021-01-26 00:00:00,560
2021-01-26 01:00:00,721
2021-01-26 02:00:00,799
2021-01-26 03:00:00,656
2021-01-26 04:00:00,555
2021-01-26 05:00:00,567
2021-01-26 06:00:00,750
2021-01-26 07:00:00,522
2021-01-26 08:00:00,425
2021-01-26 09:00:00,375
2021-01-26 10:00:00,356
2021-01-26 11:00:00,244
2021-01-26 12:00:00,180
2021-01-26 13:00:00,185
2021-01-26 14:00:00,207
2021-01-26 15:00:00,180
2021-01-26 16:00:00,271
2021-01-26 17:00:00,204
2021-01-26 18:00:00,810
2021-01-26 19:00:00,838
2021-01-26 20:00:00,531
2021-01-26 21:00:00,634
2021-01-26 22:00:00,482
2021-01-26 23:00:00,431
2021-01-27 00:00:00,247
2021-01-27 01:00:00,347
2021-01-27 02:00:00,483
2021-01-27 03:00:00,545
2021-01-27 04:00:00,496
2021-01-27 05:00:00,568
2021-01-27 06:00:00,636
2021-01-27 07:00:00,594
2021-01-27 08:00:00,414
2021-01-27 09:00:00,306
2021-01-27 10:00:00,269
2021-01-27 11:00:00,242
2021-01-27 12:00:00,241
2021-01-27 13:00:00,261
2021-01-27 14:00:00,360
2021-01-27 15:00:00,389
2021-01-27 16:00:00,402
2021-01-27 17:00:00,484
2021-01-27 18:00:00,395
2021-01-27 19:00:00,385
2021-01-27 20:00:00,523
2021-01-27 21:00:00,571
2021-01-27 22:00:00,662
2021-01-27 23:00:00,556
2021-01-28 00:00:00,566
2021-01-28 01:00:00,916
2021-01-28 02:00:00,1086
2021-01-28 03:00:00,1598
2021-01-28 04:00:00,1157
2021-01-28 05:00:00,758
2021-01-28 06:00:00,657
2021-01-28 07:00:00,858
2021-01-28 08:00:00,792
2021-01-28 09:00:00,517
2021-01-28 10:00:00,371
2021-01-28 11:00:00,361
2021-01-28 12:00:00,332
2021-01-28 13:00:00,331
2021-01-28 14:00:00,341
2021-01-28 15:00:00,341
2021-01-28 16:00:00,313
2021-01-28 17:00:00,408
2021-01-28 18:00:00,505
2021-01-28 19:00:00,513
2021-01-28 20:00:00,518
2021-01-28 21:00:00,699
2021-01-28 22:00:00,763
2021-01-28 23:00:00,839
2021-01-29 00:00:00,1096
2021-01-29 01:00:00,1117
2021-01-29 02:00:00,1010
2021-01-29 03:00:00,934
2021-01-29 04:00:00,808
2021-01-29 05:00:00,902
2021-01-29 06:00:00,925
2021-01-29 07:00:00,651
2021-01-29 08:00:00,695
2021-01-29 09:00:00,644
2021-01-29 10:00:00,585
2021-01-29 11:00:00,571
2021-01-29 12:00:00,459
2021-01-29 13:00:00,429
2021-01-29 14:00:00,403
2021-01-29 15:00:00,428
2021-01-29 16:00:00,356
2021-01-29 17:00:00,381
2021-01-29 18:00:00,399
2021-01-29 19:00:00,376
2021-01-29 20:00:00,889
2021-01-29 21:00:00,863
2021-01-29 22:00:00,991
2021-01-29 23:00:00,787
2021-01-30 00:00:00,737
2021-01-30 01:00:00,893
2021-01-30 02:00:00,819
2021-01-30 03:00:00,855
2021-01-30 04:00:00,1014
2021-01-30 05:00:00,715
2021-01-30 06:00:00,768
2021-01-30 07:00:00,1054
2021-01-30 08:00:00,777
2021-01-30 09:00:00,616
2021-01-30 10:00:00,531
2021-01-30 11:00:00,418
2021-01-30 12:00:00,339
2021-01-30 13:00:00,302
2021-01-30 14:00:00,252
2021-01-30 15:00:00,242
2021-01-30 16:00:00,192
2021-01-30 17:00:00,275
2021-01-30 18:00:00,375
2021-01-30 19:00:00,383
2021-01-30 20:00:00,515
2021-01-30 21:00:00,342
2021-01-30 22:00:00,287
2021-01-30 23:00:00,427
2021-01-31 00:00:00,474
